"Subject","Age","Gender","Ethnicity","Exercise","E_category","Dynamic","E_history","E_duration","E_intensity","EI_1","EI_2","EI_3","EI_4","EI_5","EF_1","EF_2","EF_3","EF_4","EF_5","EM_1","EM_2","EM_3","EM_4","EM_5","Trail1Error","Trail2Error","Trail3Error","Trail4Error","Trail5Error","SumTrailError","Trail1RT","Trail2RT","Trail3RT","Trail4RT","Trail5RT","MeanTrailRT","Baseline_Correct_Go_RT","Calibration_Noncancelled_Go_RT","Calibration_Correct_Go_RT","Test_Correct_Go_RT","Test_Noncancelled_Go_RT","NCER_M","NCER","NCER_P","Go_RT_M","Go_RT","Go_RT_P","SSD_M","SSD","SSD_P","SSRT_M","SSRT","SSRT_P","SSRT_Mean"
"1252",19,1,3,1,"Walk",0,5,5,2,2,1,4,2,4,3,1,2,2,1,5,3,1,2,4,1,0,3,0,1,5,60.8968,65.9738,76.5193,63.8433,60.4356,65.53376,284.507679591837,331.908785714286,336.516640425532,317.657207476636,308.027132,0.5,0.75,0.833333333333333,315.3051,331.9883,365.1091,10,50,90,305.3051,281.9883,275.1091,287.4675
"1253",20,2,2,1,"Jog",0,5,3,3,3,3,4,2,2,3,4,2,2,2,4,4,3,5,4,1,4,3,4,1,13,53.2808,51.702,42.0946,55.5293,54.3094,51.38322,295.06894,334.688733333333,335.710060416667,328.03466635514,325.684625,0.166666666666667,0.5,0.666666666666667,265.5465,315.2837,331.9075,0,10,50,265.5465,305.2837,281.9075,284.2459
"1254",21,1,2,1,"Basketball",1,5,5,4,3,4,5,2,5,5,5,4,3,5,5,5,5,4,5,27,13,0,11,12,63,122.736,108.8183,80.2814,100.1055,94.4888,101.286,279.75275,338.191375,369.31905625,366.099356481481,330.319495,0.333333333333333,0.416666666666667,0.916666666666667,315.3826,331.9436,497.9364,50,90,130,265.3826,241.9436,NA,253.6631
"1255",19,2,8,1,"Yoga",0,5,4,3,3,3,5,4,4,4,4,3,3,4,3,4,3,3,4,10,9,7,9,6,41,68.3984,62.4079,68.4133,60.5548,61.0854,64.17196,293.191377083333,379.6504,439.818945833333,489.916512962963,320.847288888889,0.416666666666667,0.416666666666667,0.666666666666667,365.1659,365.1659,481.3268,130,170,210,235.1659,195.1659,271.3268,233.8862
"1257",19,2,4,1,"Weight Train",0,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,5,13,4,11,8,9,45,81.1602,47.9263,76.9766,68.2366,49.0712,64.67418,281.1401,334.3471,430.89601875,417.436371296296,378.096611111111,0.5,0.416666666666667,0.583333333333333,381.7658,365.1383,398.4585,90,130,170,291.7658,235.1383,228.4585,251.787533333333
"1258",18,2,4,1,"Jog",0,4,2,2,2,3,4,4,2,2,3,2,2,2,3,1,2,3,1,3,1,1,3,2,10,72.5513,54.3032,60.3577,56.6489,56.3566,60.04354,326.626172,387.9404875,405.244814583333,422.922650925926,352.885005263158,0.583333333333333,0.5,0.5,414.922,398.2196,398.2196,90,130,170,324.922,268.2196,228.2196,273.787066666667
"1259",19,2,2,1,"Volleyball",1,2,4,3,4,4,5,3,5,2,3,3,4,4,5,5,4,5,4,1,2,2,0,1,6,53.8583,39.5113,53.7015,52.7387,57.283,51.41856,287.990933333333,320.839666666667,364.42249375,364.955116666667,302.00938,0.416666666666667,0.583333333333333,0.666666666666667,331.9104,365.0302,365.1859,50,90,130,281.9104,275.0302,235.1859,264.042166666667
"1260",22,1,3,1,"Run",0,2,5,3,3,5,4,4,5,4,3,2,3,3,4,4,3,4,3,2,3,1,1,1,8,52.1689,59.7149,58.2735,73.3456,58.4885,60.39828,294.122068,343.007533333333,419.1167375,459.541750925926,333.244023076923,0.25,0.333333333333333,0.5,365.2044,414.9059,464.7684,90,130,170,275.2044,284.9059,294.7684,284.959566666667
"1262",17,2,4,1,"Weight Train",0,5,3,3,2,4,4,3,3,3,4,3,3,4,3,3,3,4,3,10,14,2,4,0,30,69.2928,71.234,54.7817,90.6722,56.1349,68.42312,389.685002,468.399288888889,512.241538636364,428.667532894737,423.466203225806,0.833333333333333,0.833333333333333,0.916666666666667,547.7262,547.7262,713.8139,0,10,50,547.7262,537.7262,NA,542.7262
"1263",20,1,1,1,"Basketball",1,5,3,4,2,4,4,3,5,4,4,4,3,5,5,5,5,5,5,5,2,2,6,8,23,78.958,60.6967,59.8837,71.4911,60.5565,66.3172,302.439152,355.9388,420.864616666667,375.567679439252,338.783704545455,0.416666666666667,0.583333333333333,0.833333333333333,348.5886,365.1582,414.9738,90,130,170,258.5886,235.1582,244.9738,246.2402
"1264",21,2,4,1,"Gym",0,3,3,4,5,4,4,3,5,4,5,3,4,5,3,2,2,1,1,1,4,4,4,0,13,53.0174,63.6234,54.8638,75.2279,47.2416,58.79482,276.146336,365.092814285714,403.522072916667,392.948207407407,329.441015,0.25,0.5,0.916666666666667,315.3135,365.1056,564.2103,90,130,170,225.3135,235.1056,NA,230.20955
"1265",19,2,2,1,"Gym",0,4,3,4,5,5,5,5,4,4,5,2,4,3,2,4,4,1,5,1,2,0,0,3,6,79.0397,76.1259,94.5704,60.6319,65.8503,75.24364,255.686018367347,405.405457142857,456.76280625,431.819264814815,371.466915384615,0.166666666666667,0.416666666666667,0.5,331.964,414.8683,431.4917,130,170,210,201.964,244.8683,221.4917,222.774666666667
"1266",19,2,3,1,"Jog",0,5,3,4,3,4,5,3,4,4,3,4,3,2,2,1,3,3,2,0,0,0,0,3,3,45.8437,50.949,47.8433,44.6974,52.6692,48.40052,247.24390625,251.355014285714,289.928031111111,279.017472380952,261.416333333333,0.666666666666667,0.833333333333333,0.5,298.7607,315.472,282.1355,0,0,40,298.7607,315.472,242.1355,285.456066666667
"1267",28,1,2,1,"Spin",0,3,2,3,2,4,4,4,2,4,2,2,2,2,4,2,3,5,3,7,4,5,3,9,28,89.276,72.6911,65.5919,54.7077,53.7493,67.2032,290.757284,375.489625,346.404914893617,338.750537383178,298.008273913043,0.666666666666667,0.416666666666667,0.833333333333333,348.51,315.3187,381.741,90,130,170,258.51,185.3187,211.741,218.523233333333
"1269",19,2,2,1,"Weight Train",0,3,1,3,1,2,3,2,2,2,3,2,1,1,3,3,2,2,3,5,2,5,2,3,17,65.3699,50.0797,60.9334,58.286,56.8133,58.29646,413.637208,325.33371,394.562183333333,462.2947,333.281646153846,0.25,0.5,0.333333333333333,381.8305,464.8813,431.5647,90,130,170,291.8305,334.8813,261.5647,296.092166666667
"1271",21,1,2,1,"Weight Train",0,3,5,4,5,5,5,4,2,4,4,3,3,3,2,2,1,1,1,7,8,5,4,8,32,44.8865,46.3799,43.1224,43.18,43.8548,44.28472,283.454436,310.30348,334.04245106383,368.444283157895,279.046966666667,0.666666666666667,0.833333333333333,0.75,348.5489,381.7818,365.1489,10,50,90,338.5489,331.7818,275.1489,315.159866666667
"1272",18,2,2,1,"Jog",0,2,4,2,3,2,2,2,3,2,2,2,2,2,3,2,2,4,3,12,0,0,0,0,12,122.7061,55.2662,59.1906,51.1048,39.9441,65.64236,300.51058125,301.5003,370.007591666667,392.220809259259,328.85356875,0.166666666666667,0.5,0.666666666666667,315.3517,365.1662,398.357,90,130,170,225.3517,235.1662,228.357,229.624966666667
"1273",21,1,3,1,"Weight Train",0,5,3,4,2,4,4,4,4,3,4,4,4,3,3,3,4,3,4,4,7,4,2,0,17,73.8948,60.6144,59.6723,57.808,50.7237,60.54264,268.65495625,308.1833,368.940979166667,376.616157943925,331.936068,0.583333333333333,0.583333333333333,0.916666666666667,365.2042,365.2042,497.9697,90,130,170,275.2042,235.2042,NA,255.2042
"1274",21,2,3,1,"Horseback Ride",0,5,5,3,4,4,5,4,4,5,5,4,4,5,5,4,4,4,4,6,5,6,0,1,18,60.0557,38.9727,61.7729,49.1571,42.9766,50.587,299.043772,296.618,349.8834875,341.229671028037,305.827223809524,0.5,0.583333333333333,0.666666666666667,315.364,331.9439,348.532,50,90,130,265.364,241.9439,218.532,241.946633333333
"1275",19,2,7,1,"Gym",0,3,3,3,4,4,5,5,3,5,5,5,2,5,3,4,5,5,4,7,5,3,4,9,28,77.8219,84.8059,58.2837,67.4615,78.2308,73.32076,283.568583333333,293.231155555556,377.28211875,361.329848148148,327.124058333333,0.333333333333333,0.833333333333333,0.833333333333333,315.3296,448.1848,448.1848,90,130,170,225.3296,318.1848,278.1848,273.899733333333
"1276",19,2,3,1,"Cross Country Ski",0,5,4,3,3,4,4,2,4,4,5,2,3,4,3,3,2,5,3,5,5,5,5,2,22,51.6539,44.4777,52.5365,48.2047,36.0564,46.58584,431.8666625,412.180816666667,555.336060416667,565.88238411215,452.2686,0.416666666666667,0.25,0.666666666666667,514.4728,448.1153,597.4981,250,290,330,264.4728,158.1153,267.4981,230.028733333333
"1277",22,2,3,1,"Walk",0,5,4,2,2,3,1,3,3,3,3,2,2,2,4,4,4,4,3,3,6,5,2,3,19,83.0355,77.0573,108.0564,72.6569,100.6229,88.2858,303.451155102041,439.81185,440.161202083333,317.925211842105,285.336638709677,0.833333333333333,0.833333333333333,0.916666666666667,464.7536,464.7536,614.1218,0,10,50,464.7536,454.7536,NA,459.7536
"1278",20,1,3,1,"Gym",0,5,2,3,2,2,4,2,4,3,4,2,4,3,3,4,4,3,4,3,10,4,1,6,24,70.652,97.6262,80.6717,72.1064,87.0893,81.62912,301.603708510638,377.6256625,414.971453191489,364.393261320755,316.034832,0.583333333333333,0.75,0.75,365.1645,398.3567,398.3567,50,90,130,315.1645,308.3567,268.3567,297.292633333333
"1279",18,2,4,1,"Gym",0,5,2,3,4,3,3,2,1,3,3,1,1,1,3,3,2,4,3,1,6,7,7,5,26,40.2543,58.7964,60.927,89.9608,51.0461,60.19692,286.538332653061,309.800066666667,357.530616666667,356.057518518519,303.107457894737,0.333333333333333,0.416666666666667,0.833333333333333,315.2507,315.3887,414.9468,50,90,130,265.2507,225.3887,284.9468,258.528733333333
"1280",24,2,2,1,"Gym",0,5,4,4,2,3,4,5,4,5,5,4,3,4,5,4,4,5,5,0,1,1,4,4,10,59.1455,53.4063,56.8908,60.7411,66.4538,59.3275,261.201552,283.940844444444,340.8984,344.508916666667,292.067775,0.416666666666667,0.5,0.75,298.6902,315.2983,381.7339,10,50,90,288.6902,265.2983,291.7339,281.907466666667
"1281",19,2,4,1,"Jog",0,2,2,3,1,5,1,1,5,3,3,1,1,1,3,4,5,2,4,25,6,10,5,8,54,99.2842,62.6348,63.7557,73.7448,63.4706,72.57802,330.638924,365.183642857143,455.951938297872,438.026165740741,385.093555,0.333333333333333,0.75,0.583333333333333,381.7408,481.4006,448.1291,50,90,130,331.7408,391.4006,318.1291,347.090166666667
